sample_id,frequency_hz,candidate,candidate_method,config,solver,sensor_count,measurement_channels,equivalent_source_points,unknown_count,channel_unknown_ratio,l2_lambda,group_alpha_frac,effective_rank,rank_ratio,stable_condition,solver_iterations,solver_converged,solver_rel_change,lambda_max,group_lambda,lipschitz,relative_residual,active_sources,active_fraction,peak_source_norm,peak_x_m,peak_y_m,peak_z_m,peak_center_distance_m,center_energy_share,nmse,correlation,main_lobe_error_deg,peak_error_db
L1_short_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.001,81,1.0,1900.925247575812,500,0,0.0025217182543923458,0.00033822896265223504,3.3822896265223503e-07,9.064547395252129,0.5878737712198443,27,1.0,0.008732224952112597,0.0,-0.1,4.1,0.14142135623730925,0.07404119954785698,0.3398383491856258,0.7397476105629739,39.9745936890198,19.02219846862811
L1_short_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.0003,81,1.0,1900.925247575812,500,0,0.002747059938322727,0.00033822896265223504,1.014686887956705e-07,9.064547395252129,0.5837600283668972,27,1.0,0.008987382072566875,0.0,-0.1,4.1,0.14142135623730925,0.0713505082699936,0.34950898267794056,0.7394849099517184,39.9745936890198,19.159046053281667
L1_short_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.0001,81,1.0,1900.925247575812,500,0,0.002807583657754452,0.00033822896265223504,3.3822896265223503e-08,9.064547395252129,0.582640986509351,27,1.0,0.009059484817822781,0.0,-0.1,4.1,0.14142135623730925,0.07067735314908075,0.35228596330042466,0.7393421838435492,39.9745936890198,19.197648042569966
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,tikhonov,162,324,27,81,4.0,0.0001,0.0,81,1.0,1900.925247575812,0,1,0.0,0.07735040200773201,0.0,,0.534731653666746,27,1.0,2.7052706051166195,0.0,-0.1,4.1,0.14142135623730925,0.06725987389390456,0.3476634144896461,0.7757414101816857,0.0,19.05006007228758
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.3,81,1.0,1900.925247575812,280,1,7.158468439019884e-07,0.07735040200773201,0.023205120602319603,9.064637395252129,0.909966427113177,2,0.07407407407407407,0.1653326926963497,0.0,0.0,4.1,0.09999999999999964,0.46747381541498473,0.5355536776320151,0.15136502506301383,0.0,8.807751646011216
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.1,81,1.0,1900.925247575812,500,0,0.0001501436160125609,0.07735040200773201,0.007735040200773201,9.064637395252129,0.7906833184604237,23,0.8518518518518519,0.3990795917727019,0.0,0.0,4.1,0.09999999999999964,0.227666203599553,0.3541115175033196,0.5134536168099154,43.0,11.390168331061858
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.03,81,1.0,1900.925247575812,500,0,0.0005113385260267401,0.07735040200773201,0.0023205120602319603,9.064637395252129,0.6951560501120733,19,0.7037037037037037,1.0180320433830414,0.0,0.0,4.0,0.0,0.2410909690684868,0.2404836236842161,0.6763752843530109,4.777777999999965,14.643559007192648
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.01,81,1.0,1900.925247575812,500,0,0.0011947051023542918,0.07735040200773201,0.0007735040200773201,9.064637395252129,0.6355108121020475,27,1.0,1.176085462410003,0.0,0.0,4.0,0.0,0.13065332252946013,0.24574310451993872,0.746441161443838,5.534027986139145,16.85178893421843
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.003,81,1.0,1900.925247575812,500,0,0.001415054179196759,0.07735040200773201,0.00023205120602319603,9.064637395252129,0.5860304172696613,27,1.0,1.7108585321470011,0.0,-0.1,4.1,0.14142135623730925,0.0869134946560592,0.3043911152194467,0.764160394222035,0.0,18.187005022327693
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.001,81,1.0,1900.925247575812,500,0,0.0020798006406895597,0.07735040200773201,7.7350402007732e-05,9.064637395252129,0.5718733007997117,27,1.0,1.8650986407581533,0.0,-0.1,4.1,0.14142135623730925,0.0744721763921558,0.3313616611091236,0.7637262257704912,0.0,18.600946313457765
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.0003,81,1.0,1900.925247575812,500,0,0.002306725746197517,0.07735040200773201,2.32051206023196e-05,9.064637395252129,0.567409810768293,27,1.0,1.9172599431170356,0.0,-0.1,4.1,0.14142135623730925,0.07144805065741869,0.34120139305151603,0.7629437677548825,0.0,18.74262753594108
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,0.0001,0.0001,81,1.0,1900.925247575812,500,0,0.002368577512163238,0.07735040200773201,7.735040200773201e-06,9.064637395252129,0.5661845041760005,27,1.0,1.932023779083644,0.0,-0.1,4.1,0.14142135623730925,0.07068661855596278,0.34400541093809633,0.7626649287897319,0.0,18.782354916092665
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,tikhonov,162,324,27,81,4.0,1e-05,0.0,81,1.0,1900.925247575812,0,1,0.0,0.07735040200773201,0.0,,0.5007788051285146,27,1.0,5.372208118477901,0.0,0.0,4.0,0.0,0.07534037255698274,0.32999607092023125,0.8029343612588788,0.0,19.42545803033766
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.3,81,1.0,1900.925247575812,280,1,8.947260892752183e-07,0.07735040200773201,0.023205120602319603,9.064547395252129,0.9099487797855593,2,0.07407407407407407,0.1653880557016307,0.0,0.0,4.1,0.09999999999999964,0.46748329330366034,0.5356063332540631,0.15125488996498837,0.0,8.810355294710906
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.1,81,1.0,1900.925247575812,500,0,0.00013661875785072626,0.07735040200773201,0.007735040200773201,9.064547395252129,0.7903885768518318,23,0.8518518518518519,0.40045164455220744,0.0,0.0,4.1,0.09999999999999964,0.22822582816190146,0.3534426924912176,0.514338440999613,43.0,11.39682775472709
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.03,81,1.0,1900.925247575812,500,0,0.0004958720927361951,0.07735040200773201,0.0023205120602319603,9.064547395252129,0.6941894032317953,19,0.7037037037037037,1.0383516055673396,0.0,0.0,4.0,0.0,0.24337140823856282,0.23827485850070465,0.6793622409747732,4.777777999999965,14.689374598093742
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.01,81,1.0,1900.925247575812,500,0,0.0013788372303815781,0.07735040200773201,0.0007735040200773201,9.064547395252129,0.630866342692164,27,1.0,1.2271412494447507,0.0,0.0,4.0,0.0,0.12852632306434292,0.24971974526250296,0.750812437204772,10.265519654904718,17.021147203108825
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.003,81,1.0,1900.925247575812,500,0,0.0017866387760883584,0.07735040200773201,0.00023205120602319603,9.064547395252129,0.5792757747538052,27,1.0,1.8514103997912736,0.0,-0.1,4.1,0.14142135623730925,0.08425132258100901,0.3107787094980735,0.7667555799742696,0.0,18.380349372051388
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.001,81,1.0,1900.925247575812,500,0,0.002492460789698951,0.07735040200773201,7.7350402007732e-05,9.064547395252129,0.5649248729878126,27,1.0,2.018588916567136,0.0,-0.1,4.1,0.14142135623730925,0.0729415387971891,0.337820159253414,0.7661664073393754,0.0,18.791444227991438
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.0003,81,1.0,1900.925247575812,500,0,0.0027132212414026128,0.07735040200773201,2.32051206023196e-05,9.064547395252129,0.5604977355028112,27,1.0,2.0749864561454743,0.0,-0.1,4.1,0.14142135623730925,0.07021035023105604,0.3477397078119775,0.7652458319097141,0.0,18.933701786384713
L1_halfwave_dipole_z_1p2G,1200000000.0,full_grid_162,full_grid,compact_cube_3x3x3,group_sparse,162,324,27,81,4.0,1e-05,0.0001,81,1.0,1900.925247575812,500,0,0.0027728256153878006,0.07735040200773201,7.735040200773201e-06,9.064547395252129,0.5592928037501348,27,1.0,2.090939612873532,0.0,-0.1,4.1,0.14142135623730925,0.06952479797363903,0.35056644549661603,0.7649216333234751,0.0,18.97366734874907
