sample_id,frequency_hz,variant,variant_family,impedance_ohm,impedance_factor_to_eta0,calibration_mode,model_note,sensor_count,farfield_points,farfield_shape,electric_current_l2,magnetic_current_l2,predicted_peak_power,reference_peak_power,best_power_scale,scaled_power_nmse,nmse,correlation,main_lobe_error_deg,peak_error_db,main_lobe_region_threshold,reference_lobe_region_points,predicted_lobe_region_points,main_lobe_region_jaccard,reference_lobe_region_capture,predicted_lobe_region_precision,main_lobe_region_min_capture,true_peak_to_pred_region_error_deg,pred_peak_to_true_region_error_deg,main_lobe_region_error_deg,status
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_minus_eta1p5,outgoing_equivalence_minus,565.095470502,1.5,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=565.095 ohm, M sign flipped",96,2664,37x72,0.02412255535141674,13.631546766020165,0.07939295960901756,0.0021655445958506294,0.028534230462200764,0.0008574609391212177,0.0027993401069051492,0.9989543241548973,19.987691420933665,15.642148601235768,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_minus_eta2,outgoing_equivalence_minus,753.460627336,2.0,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=753.461 ohm, M sign flipped",96,2664,37x72,0.018091916513562557,13.631546766020165,0.07939386453480879,0.0021655445958506294,0.02853435570454106,0.0008579410963612178,0.002801149017013665,0.998953892792592,19.987691420933665,15.642198102103336,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_minus_eta3,outgoing_equivalence_minus,1130.190941004,3.0,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=1130.19 ohm, M sign flipped",96,2664,37x72,0.01206127767570837,13.631546766020165,0.07939477698997434,0.0021655445958506294,0.028534477603171553,0.0008584232344090806,0.002802958441223352,0.9989534593010848,19.987691420933665,15.642248014268283,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_minus_eta4,outgoing_equivalence_minus,1506.921254672,4.0,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=1506.92 ohm, M sign flipped",96,2664,37x72,0.009045958256781278,13.631546766020165,0.07939523604107221,0.0021655445958506294,0.028534537298559464,0.000858665046515741,0.0028038633456544657,0.9989532417566518,19.987691420933665,15.642273124582832,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,magnetic_only_plus,magnetic_only_plus,376.730313668,1.0,not_used,"J=0, M=-n_cross_E_t; eta_eff not used",96,2664,37x72,0.0,13.631546766020165,0.07939662448842692,0.0021655445958506294,0.028534711368843897,0.0008593934565070599,0.0028065788260416293,0.998952585927542,19.987691420933665,15.64234907243338,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,magnetic_only_minus,magnetic_only_minus,376.730313668,1.0,not_used,"J=0, M sign flipped; eta_eff not used",96,2664,37x72,0.0,13.631546766020165,0.07939662448842692,0.0021655445958506294,0.028534711368843897,0.0008593934565070599,0.0028065788260416293,0.998952585927542,19.987691420933665,15.64234907243338,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta4,outgoing_equivalence_plus,1506.921254672,4.0,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=1506.92 ohm, M=-n_cross_E_t",96,2664,37x72,0.009045958256781278,13.631546766020165,0.07939802987687294,0.0021655445958506294,0.02853487791501877,0.000860126329346264,0.002809295453203524,0.9989519253028034,19.987691420933665,15.642425945606409,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta3,outgoing_equivalence_plus,1130.190941004,3.0,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=1130.19 ohm, M=-n_cross_E_t",96,2664,37x72,0.01206127767570837,13.631546766020165,0.07939850210437523,0.0021655445958506294,0.028534931758322862,0.0008603716125558609,0.002810201249571639,0.9989517040284386,19.987691420933665,15.642451775616156,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta2,outgoing_equivalence_plus,753.460627336,2.0,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=753.461 ohm, M=-n_cross_E_t",96,2664,37x72,0.018091916513562557,13.631546766020165,0.07939945220641055,0.0021655445958506294,0.028535036936720496,0.0008608636680360094,0.002812013222177834,0.998951259879988,19.987691420933665,15.642503744052775,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta1p5,outgoing_equivalence_plus,565.095470502,1.5,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=565.095 ohm, M=-n_cross_E_t",96,2664,37x72,0.02412255535141674,13.631546766020165,0.07940040983781944,0.0021655445958506294,0.02853513877075129,0.0008613577096695543,0.002813825700053945,0.9989508135979738,19.987691420933665,15.642556123699865,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus,outgoing_equivalence_plus,376.730313668,1.0,fixed_eta0,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M=-n_cross_E_t",96,2664,37x72,0.03618383302712511,13.631546766020165,0.07940234768875948,0.0021655445958506294,0.028535332405309713,0.0008623517549355113,0.0028174521657574735,0.9989499146303752,19.987691420933665,15.642662116565877,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p75,outgoing_equivalence_plus,282.547735251,0.75,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=282.548 ohm, M=-n_cross_E_t",96,2664,37x72,0.04824511070283348,13.631546766020165,0.07940431565719525,0.0021655445958506294,0.02853551266121642,0.0008633537554143015,0.002821080634979885,0.9989490071198991,19.987691420933665,15.642769754093704,0.75,720,656,0.9111111111111111,0.9242087033039561,1.0,0.9242087033039561,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p5,outgoing_equivalence_plus,188.365156834,0.5,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=188.365 ohm, M=-n_cross_E_t",96,2664,37x72,0.07236766605425023,13.631546766020165,0.07940834194655406,0.0021655445958506294,0.02853583303413661,0.0008653816501183655,0.0028283435373165234,0.9989471664474842,19.987691420933665,15.642989962643556,0.75,720,655,0.9097222222222222,0.9230311128828822,1.0,0.9230311128828822,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p375,outgoing_equivalence_plus,141.2738676255,0.375,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=141.274 ohm, M=-n_cross_E_t",96,2664,37x72,0.09649022140566696,13.631546766020165,0.07941248870589626,0.0021655445958506294,0.02853609988401325,0.0008674414497279454,0.0028356143140233743,0.998945291535358,19.987691420933665,15.643216748348316,0.75,720,655,0.9097222222222222,0.9230311128828822,1.0,0.9230311128828822,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p25,outgoing_equivalence_plus,94.182578417,0.25,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=94.1826 ohm, M=-n_cross_E_t",96,2664,37x72,0.14473533210850045,13.631546766020165,0.07942114363453001,0.0021655445958506294,0.028536472995663035,0.0008716569852802232,0.0028501791207046338,0.9989414388128078,19.987691420933665,15.643690047069153,0.75,720,655,0.9097222222222222,0.9230311128828822,1.0,0.9230311128828822,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p188,outgoing_equivalence_plus,70.63693381275,0.1875,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=70.6369 ohm, M=-n_cross_E_t",96,2664,37x72,0.19298044281133392,13.631546766020165,0.0794302804430962,0.0021655445958506294,0.02853663196426585,0.0008760008009355878,0.002864774320009507,0.9989374485985885,19.987691420933665,15.644189641651941,0.75,720,655,0.9097222222222222,0.9230311128828822,1.0,0.9230311128828822,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p125,outgoing_equivalence_plus,47.0912892085,0.125,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=47.0913 ohm, M=-n_cross_E_t",96,2664,37x72,0.2894706642170009,13.631546766020165,0.07944999970002684,0.0021655445958506294,0.028536307393118566,0.0008850749927364877,0.0028940529940859458,0.9989290543180992,19.987691420933665,15.645267681608628,0.75,720,655,0.9097222222222222,0.9230311128828822,1.0,0.9230311128828822,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p0625,outgoing_equivalence_plus,23.54564460425,0.0625,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=23.5456 ohm, M=-n_cross_E_t",96,2664,37x72,0.5789413284340018,13.631546766020165,0.07952072258920248,0.0021655445958506294,0.028530193930141445,0.0009154197171898161,0.002982544356178249,0.9989005372488519,19.987691420933665,15.64913186013122,0.75,720,653,0.9069444444444444,0.9206151499342264,1.0,0.9206151499342264,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p0312,outgoing_equivalence_plus,11.772822302125,0.03125,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=11.7728 ohm, M=-n_cross_E_t",96,2664,37x72,1.1578826568680036,13.631546766020165,0.07971421140028145,0.0021655445958506294,0.028494877887490177,0.0009904271085657286,0.0031619973498849606,0.9988282947095684,19.987691420933665,15.659686223073297,0.75,720,651,0.9041666666666667,0.918199185578622,1.0,0.918199185578622,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,outgoing_equivalence_plus_eta0p0156,outgoing_equivalence_plus,5.8864111510625,0.015625,scalar_impedance_scan,"J=-E_t/eta_eff, eta_eff=5.88641 ohm, M=-n_cross_E_t",96,2664,37x72,2.3157653137360072,13.631546766020165,0.08030936115334868,0.0021655445958506294,0.028332861346728206,0.0011994324524132467,0.003527314292072705,0.9986218086152907,19.987691420933665,15.691990394423495,0.75,720,642,0.8916666666666667,0.9072969639424059,1.0,0.9072969639424059,0.0,0.0,0.0,region_shape_pass
L1_halfwave_dipole_z_1p2G,1200000000.0,electric_only_outgoing,electric_only_outgoing,376.730313668,1.0,fixed_eta0,"J=-E_t/eta_eff, eta_eff=376.73 ohm, M=0",96,2664,37x72,0.03618383302712511,0.0,1.7085534804345242e-07,0.0021655445958506294,13573.707363088051,0.014089624998699545,0.018414191337736092,0.9867729808113306,0.0,-41.029385542889756,0.75,720,525,0.7291666666666666,0.7542340832141957,1.0,0.7542340832141957,0.0,0.0,0.0,physics_proxy_pass
