sample_id,sensor_id,x_m,y_m,z_m,theta_deg,phi_deg,frequency_hz,polarization,e_real,e_imag,source_config,carrier_model,working_state,cst_project,monitor_name
L1_short_dipole_z_1p2G,19,3.3671870605642615,1.2255558632516994,12.496402047198146,16.000000000000004,20.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,19,3.3671870605642615,1.2255558632516994,12.496402047198146,16.000000000000004,20.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,20,2.74495604161507,2.3032916021170515,12.496402047198146,16.000000000000004,40.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,20,2.74495604161507,2.3032916021170515,12.496402047198146,16.000000000000004,40.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,20,2.74495604161507,2.3032916021170515,12.496402047198146,16.000000000000004,40.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,21,1.7916428128104953,3.103216380803392,12.496402047198146,16.000000000000004,59.99999999999999,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,21,1.7916428128104953,3.103216380803392,12.496402047198146,16.000000000000004,59.99999999999999,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,21,1.7916428128104953,3.103216380803392,12.496402047198146,16.000000000000004,59.99999999999999,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,22,0.6222310189491915,3.528847465368751,12.496402047198146,16.000000000000004,80.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,22,0.6222310189491915,3.528847465368751,12.496402047198146,16.000000000000004,80.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,22,0.6222310189491915,3.528847465368751,12.496402047198146,16.000000000000004,80.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,23,-0.6222310189491912,3.528847465368751,12.496402047198146,16.000000000000004,100.0,1200000000,Ex,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,23,-0.6222310189491912,3.528847465368751,12.496402047198146,16.000000000000004,100.0,1200000000,Ey,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
L1_short_dipole_z_1p2G,23,-0.6222310189491912,3.528847465368751,12.496402047198146,16.000000000000004,100.0,1200000000,Ez,,,short_dipole_z,standard_source,single_source_on,CST_L1_short_dipole_1p2GHz.cst,nearfield_hemisphere_1p2GHz
